i,j,text_a,text_b,type_a,type_b,created_a,created_b,similarity,action
384,496,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-05-03,2026-04-12,1.0,DUPLICATE
386,449,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-07-28,2026-02-12,1.0,DUPLICATE
386,456,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-07-28,2026-04-23,1.0,DUPLICATE
386,482,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-07-28,2026-03-18,1.0,DUPLICATE
388,429,User prefers dark mode,User prefers dark mode,preference,preference,2026-04-18,2026-04-16,1.0,DUPLICATE
388,479,User prefers dark mode,User prefers dark mode,preference,preference,2026-04-18,2026-03-29,1.0,DUPLICATE
388,502,User prefers dark mode,User prefers dark mode,preference,preference,2026-04-18,2026-05-31,1.0,DUPLICATE
388,503,User prefers dark mode,User prefers light mode,preference,preference,2026-04-18,2026-06-04,0.837,CONFLICT
389,428,User wears glasses,User wears glasses,fact,fact,2026-07-04,2026-05-26,1.0,DUPLICATE
389,443,User wears glasses,User wears glasses,fact,fact,2026-07-04,2026-01-30,1.0,DUPLICATE
389,455,User wears glasses,User wears glasses,fact,fact,2026-07-04,2026-07-28,1.0,DUPLICATE
390,397,User attended a college hackathon,User attended a college hackathon,event,event,2026-04-06,2026-02-23,1.0,DUPLICATE
390,410,User attended a college hackathon,User attended a college hackathon,event,event,2026-04-06,2026-07-09,1.0,DUPLICATE
390,457,User attended a college hackathon,User attended a college hackathon,event,event,2026-04-06,2026-02-03,1.0,DUPLICATE
391,413,Renew driving license this month,Renew driving license this month,task,task,2026-03-28,2026-06-13,1.0,DUPLICATE
391,432,Renew driving license this month,Renew driving license this month,task,task,2026-03-28,2026-07-05,1.0,DUPLICATE
391,436,Renew driving license this month,Renew driving license this month,task,task,2026-03-28,2026-04-12,1.0,DUPLICATE
392,400,User is allergic to peanuts,User is allergic to peanuts,fact,fact,2026-04-25,2026-05-08,1.0,DUPLICATE
392,461,User is allergic to peanuts,User is allergic to peanuts,fact,fact,2026-04-25,2026-06-06,1.0,DUPLICATE
393,435,User likes detailed explanations,User likes detailed explanations,preference,preference,2026-02-05,2026-05-14,1.0,DUPLICATE
393,473,User likes detailed explanations,User likes detailed explanations,preference,preference,2026-02-05,2026-06-21,1.0,DUPLICATE
394,399,User prefers working late at night,User prefers working late at night,preference,preference,2026-04-30,2026-04-21,1.0,DUPLICATE
394,401,User prefers working late at night,User prefers working late at night,preference,preference,2026-04-30,2026-07-10,1.0,DUPLICATE
394,486,User prefers working late at night,User prefers working late at night,preference,preference,2026-04-30,2026-02-28,1.0,DUPLICATE
394,491,User prefers working late at night,User prefers working late at night,preference,preference,2026-04-30,2026-05-12,1.0,DUPLICATE
395,407,User likes concise answers,User likes concise answers,preference,preference,2026-07-03,2026-07-25,1.0,DUPLICATE
395,430,User likes concise answers,User likes concise answers,preference,preference,2026-07-03,2026-07-25,1.0,DUPLICATE
395,440,User likes concise answers,User likes concise answers,preference,preference,2026-07-03,2026-05-26,1.0,DUPLICATE
396,481,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-06-23,2026-05-21,1.0,DUPLICATE
397,410,User attended a college hackathon,User attended a college hackathon,event,event,2026-02-23,2026-07-09,1.0,DUPLICATE
397,457,User attended a college hackathon,User attended a college hackathon,event,event,2026-02-23,2026-02-03,1.0,DUPLICATE
398,468,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-06-10,2026-01-31,0.831,RELATED
398,471,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-06-10,2026-03-18,1.0,DUPLICATE
398,476,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-06-10,2026-07-03,1.0,DUPLICATE
399,401,User prefers working late at night,User prefers working late at night,preference,preference,2026-04-21,2026-07-10,1.0,DUPLICATE
399,486,User prefers working late at night,User prefers working late at night,preference,preference,2026-04-21,2026-02-28,1.0,DUPLICATE
399,491,User prefers working late at night,User prefers working late at night,preference,preference,2026-04-21,2026-05-12,1.0,DUPLICATE
400,461,User is allergic to peanuts,User is allergic to peanuts,fact,fact,2026-05-08,2026-06-06,1.0,DUPLICATE
401,486,User prefers working late at night,User prefers working late at night,preference,preference,2026-07-10,2026-02-28,1.0,DUPLICATE
401,491,User prefers working late at night,User prefers working late at night,preference,preference,2026-07-10,2026-05-12,1.0,DUPLICATE
402,409,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-04-18,2026-07-21,1.0,DUPLICATE
402,441,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-04-18,2026-06-02,1.0,DUPLICATE
403,485,Send the report to manager by end of day,Send the report to manager by end of day,task,task,2026-07-07,2026-02-16,1.0,DUPLICATE
404,425,User prefers Python over Java,User prefers Python over Java,preference,preference,2026-03-13,2026-03-01,1.0,DUPLICATE
404,434,User prefers Python over Java,User prefers Python over Java,preference,preference,2026-03-13,2026-05-19,1.0,DUPLICATE
404,442,User prefers Python over Java,User prefers Python over Java,preference,preference,2026-03-13,2026-05-29,1.0,DUPLICATE
404,451,User prefers Python over Java,User prefers Python over Java,preference,preference,2026-03-13,2026-07-28,1.0,DUPLICATE
404,506,User prefers Python over Java,User prefers Python over Java,preference,preference,2026-03-13,2026-06-10,1.0,DUPLICATE
404,507,User prefers Python over Java,User prefers Java over Python,preference,preference,2026-03-13,2026-06-24,0.992,DUPLICATE
405,487,User studied at NK Orchid College,User studied at NK Orchid College,fact,fact,2026-01-31,2026-07-21,1.0,DUPLICATE
406,465,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-02-22,2026-06-29,1.0,DUPLICATE
406,489,User's phone number ends in 4471,User's phone number ends in 4471,fact,fact,2026-02-22,2026-06-25,1.0,DUPLICATE
407,430,User likes concise answers,User likes concise answers,preference,preference,2026-07-25,2026-07-25,1.0,DUPLICATE
407,440,User likes concise answers,User likes concise answers,preference,preference,2026-07-25,2026-05-26,1.0,DUPLICATE
408,450,User visited the doctor last month,User visited the doctor last month,event,event,2026-05-23,2026-04-28,1.0,DUPLICATE
408,463,User visited the doctor last month,User visited the doctor last month,event,event,2026-05-23,2026-03-25,1.0,DUPLICATE
408,497,User visited the doctor last month,User visited the doctor last month,event,event,2026-05-23,2026-06-10,1.0,DUPLICATE
409,441,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-07-21,2026-06-02,1.0,DUPLICATE
410,457,User attended a college hackathon,User attended a college hackathon,event,event,2026-07-09,2026-02-03,1.0,DUPLICATE
411,452,User attended a wedding last weekend,User attended a wedding last weekend,event,event,2026-04-25,2026-02-15,1.0,DUPLICATE
412,484,User owns a dog named Max,User owns a dog named Max,fact,fact,2026-03-20,2026-07-20,1.0,DUPLICATE
413,432,Renew driving license this month,Renew driving license this month,task,task,2026-06-13,2026-07-05,1.0,DUPLICATE
413,436,Renew driving license this month,Renew driving license this month,task,task,2026-06-13,2026-04-12,1.0,DUPLICATE
414,480,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-07-09,2026-05-18,1.0,DUPLICATE
414,493,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-07-09,2026-02-15,1.0,DUPLICATE
414,496,User wants to publish a research paper,User wants to publish a research paper,goal,goal,2026-07-09,2026-04-12,1.0,DUPLICATE
415,472,User dislikes long meetings,User dislikes long meetings,preference,preference,2026-03-18,2026-06-09,1.0,DUPLICATE
415,488,User dislikes long meetings,User dislikes long meetings,preference,preference,2026-03-18,2026-02-13,1.0,DUPLICATE
416,424,User wants to run a marathon next year,User wants to run a marathon next year,goal,goal,2026-07-06,2026-04-19,1.0,DUPLICATE
416,478,User wants to run a marathon next year,User plans to run a marathon next year,goal,goal,2026-07-06,2026-06-22,0.935,NEAR_DUPLICATE
416,516,User wants to run a marathon next year,User wants to run a marathon next year,goal,goal,2026-07-06,2026-05-30,1.0,DUPLICATE
416,517,User wants to run a marathon next year,User completed a marathon,goal,fact,2026-07-06,2026-06-20,0.743,EVOLVING
417,490,User wants to lose 5 kg,User wants to lose 5 kg,goal,goal,2026-02-19,2026-02-14,1.0,DUPLICATE
417,499,User wants to lose 5 kg,User wants to lose 5 kg,goal,goal,2026-02-19,2026-03-07,1.0,DUPLICATE
418,421,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-03-11,2026-05-18,1.0,DUPLICATE
418,459,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-03-11,2026-07-09,1.0,DUPLICATE
419,462,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-02-16,2026-02-09,1.0,DUPLICATE
420,439,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-06-06,2026-03-30,0.919,NEAR_DUPLICATE
420,458,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-06-06,2026-05-08,0.919,NEAR_DUPLICATE
420,510,User is learning Spanish,User is learning Spanish,goal,goal,2026-06-06,2026-05-09,1.0,DUPLICATE
420,511,User is learning Spanish,User is now fluent in Spanish,goal,fact,2026-06-06,2026-06-18,0.786,EVOLVING
421,459,User prefers Android over iOS,User prefers Android over iOS,preference,preference,2026-05-18,2026-07-09,1.0,DUPLICATE
422,454,User wants to switch careers into AI,User wants to switch careers into AI,goal,goal,2026-07-07,2026-07-26,1.0,DUPLICATE
423,431,User is left-handed,User is left-handed,fact,fact,2026-03-05,2026-02-28,1.0,DUPLICATE
424,478,User wants to run a marathon next year,User plans to run a marathon next year,goal,goal,2026-04-19,2026-06-22,0.935,NEAR_DUPLICATE
424,516,User wants to run a marathon next year,User wants to run a marathon next year,goal,goal,2026-04-19,2026-05-30,1.0,DUPLICATE
424,517,User wants to run a marathon next year,User completed a marathon,goal,fact,2026-04-19,2026-06-20,0.743,EVOLVING
425,434,User prefers Python over Java,User prefers Python over Java,preference,preference,2026-03-01,2026-05-19,1.0,DUPLICATE
425,442,User prefers Python over Java,User prefers Python over Java,preference,preference,2026-03-01,2026-05-29,1.0,DUPLICATE
425,451,User prefers Python over Java,User prefers Python over Java,preference,preference,2026-03-01,2026-07-28,1.0,DUPLICATE
425,506,User prefers Python over Java,User prefers Python over Java,preference,preference,2026-03-01,2026-06-10,1.0,DUPLICATE
425,507,User prefers Python over Java,User prefers Java over Python,preference,preference,2026-03-01,2026-06-24,0.992,DUPLICATE
427,474,User lives in Solapur,User lives in Solapur,fact,fact,2026-06-18,2026-04-20,1.0,DUPLICATE
428,443,User wears glasses,User wears glasses,fact,fact,2026-05-26,2026-01-30,1.0,DUPLICATE
428,455,User wears glasses,User wears glasses,fact,fact,2026-05-26,2026-07-28,1.0,DUPLICATE
429,479,User prefers dark mode,User prefers dark mode,preference,preference,2026-04-16,2026-03-29,1.0,DUPLICATE
429,502,User prefers dark mode,User prefers dark mode,preference,preference,2026-04-16,2026-05-31,1.0,DUPLICATE
429,503,User prefers dark mode,User prefers light mode,preference,preference,2026-04-16,2026-06-04,0.837,CONFLICT
430,440,User likes concise answers,User likes concise answers,preference,preference,2026-07-25,2026-05-26,1.0,DUPLICATE
432,436,Renew driving license this month,Renew driving license this month,task,task,2026-07-05,2026-04-12,1.0,DUPLICATE
433,464,User had a job interview last week,User had a job interview last week,event,event,2026-04-18,2026-06-07,1.0,DUPLICATE
433,483,User had a job interview last week,User had a job interview last week,event,event,2026-04-18,2026-06-24,1.0,DUPLICATE
433,494,User had a job interview last week,User is preparing for interviews,event,goal,2026-04-18,2026-06-20,0.625,RELATED
433,495,User had a job interview last week,User had a job interview last week,event,event,2026-04-18,2026-02-09,1.0,DUPLICATE
433,514,User had a job interview last week,User is preparing for interviews,event,goal,2026-04-18,2026-04-21,0.625,RELATED
433,515,User had a job interview last week,User got a new job after interviews,event,fact,2026-04-18,2026-05-24,0.776,RELATED
434,442,User prefers Python over Java,User prefers Python over Java,preference,preference,2026-05-19,2026-05-29,1.0,DUPLICATE
434,451,User prefers Python over Java,User prefers Python over Java,preference,preference,2026-05-19,2026-07-28,1.0,DUPLICATE
434,506,User prefers Python over Java,User prefers Python over Java,preference,preference,2026-05-19,2026-06-10,1.0,DUPLICATE
434,507,User prefers Python over Java,User prefers Java over Python,preference,preference,2026-05-19,2026-06-24,0.992,DUPLICATE
435,473,User likes detailed explanations,User likes detailed explanations,preference,preference,2026-05-14,2026-06-21,1.0,DUPLICATE
438,444,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-06-12,2026-06-14,1.0,DUPLICATE
438,477,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-06-12,2026-04-21,1.0,DUPLICATE
439,458,User wants to learn Spanish,User wants to learn Spanish,goal,goal,2026-03-30,2026-05-08,1.0,DUPLICATE
